5296920241113-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5296920250623 13.3 -0.3  0.009999-99.9-99.9-99.9-99.9 4.1 48 6.9 63  1.7   9  7.2 4.0 6.1
5296920250624  8.8  2.0  0.009999-99.9-99.9-99.9-99.9 0.5  6 6.4 74  0.1   6  4.4 1.9 3.8
5296920250625  6.4 -0.1  0.819999-99.9-99.9-99.9-99.9 1.9 23 4.9 76 -3.4   7  5.3 2.8 3.6
5296920250626  6.7 -4.8  0.009999-99.9-99.9-99.9-99.9 5.0 59 3.8 55 -6.6   3  2.1 4.6 2.2
5296920250627  3.5 -6.6  0.009999-99.9-99.9-99.9-99.9 4.7 55 4.3 71 -4.7   3  2.2 4.4 1.2
5296920250628  3.8 -7.5  0.009999-99.9-99.9-99.9-99.9 6.3 74 3.6 79 -7.0   1  1.0 5.3 0.8
5296920250629  2.8-13.1  0.009999-99.9-99.9-99.9-99.9 6.5 76 3.3 88 -8.7   0  0.4 5.5 0.1
5296920250630  3.2-15.1  0.009999-99.9-99.9-99.9-99.9 5.0 59 3.3 85 -8.7   0  0.1 4.6 0.0
5296920250701  8.3-10.0  0.009999-99.9-99.9-99.9-99.9 6.1 71 4.4 87 -4.8   0  0.1 5.3 0.1
5296920250702  8.6 -7.5  0.009999-99.9-99.9-99.9-99.9 0.6  7 6.0 94 -0.9   1  0.5 2.0 0.1
5296920250703 10.2 -2.5  0.009999-99.9-99.9-99.9-99.9 6.4 74 6.1 82 -0.3   2  1.3 5.5 0.8
5296920250704  7.5 -9.5  0.009999-99.9-99.9-99.9-99.9 6.1 71 4.5 88 -4.4   0  0.1 5.4 0.1
5296920250705  1.5 -8.4  0.219999-99.9-99.9-99.9-99.9-9.9 99 5.6100 -1.5   1  1.0 1.4-9.9
5296920250706  5.4 -4.3  0.009999-99.9-99.9-99.9-99.9 2.2 25 5.7 96 -1.0   1  0.4 3.0 0.1
5296920250707  4.4 -8.7  0.009999-99.9-99.9-99.9-99.9 1.4 16 5.7 99 -1.6   1  0.8 2.5 0.0
5296920250708  8.5 -0.4  0.009999-99.9-99.9-99.9-99.9 6.2 71 6.2 68  0.2   7  6.0 5.5 4.8
5296920250709 11.7 -2.4  0.009999-99.9-99.9-99.9-99.9 5.8 67 7.0 78  1.8   3  2.6 5.3 1.2
5296920250710 14.8  5.7  0.009999-99.9-99.9-99.9-99.9 3.8 44 8.0 62  3.7  15 12.1 4.111.9
5296920250711 12.9 -3.8  0.009999-99.9-99.9-99.9-99.9 5.2 60 7.4 78  2.5   4  3.3 5.0 1.9
5296920250712 13.6  2.7  0.009999-99.9-99.9-99.9-99.9 6.2 70 9.5 83  6.2   9  7.1 5.7 3.3
5296920250713 10.8  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 81  3.7   3  2.3 1.3-9.9
5296920250714 11.5 -2.4  0.009999-99.9-99.9-99.9-99.9 1.7 20 7.0 92  1.5   0  0.1 2.9 0.0
5296920250715  9.3 -1.7  0.009999-99.9-99.9-99.9-99.9 5.4 61 6.7 72  1.1   5  4.0 5.3 1.8
5296920250716 13.1  5.0  0.009999-99.9-99.9-99.9-99.9 3.6 40 7.5 59  2.7  13 10.7 4.2 9.8
5296920250717 12.7  4.6  0.819999-99.9-99.9-99.9-99.9 1.6 18 9.8 94  6.6   5  4.2 2.9 2.1
5296920250718 13.4  4.9  8.219999-99.9-99.9-99.9-99.9 0.4  4 9.6 86  6.1   6  4.8 2.2 2.7
5296920250719  8.2  2.4  0.009999-99.9-99.9-99.9-99.9 6.6 74 6.3 74  0.4   7  5.5 6.3 4.0
5296920250720  7.4 -1.4  0.009999-99.9-99.9-99.9-99.9 6.8 75 5.7 80 -0.9   3  2.6 6.4 1.6
5296920250721  6.0 -7.9  0.009999-99.9-99.9-99.9-99.9 6.8 75 4.8 88 -3.4   1  0.7 6.5 0.2
5296920250722  7.1 -8.6  0.009999-99.9-99.9-99.9-99.9 6.1 67 4.8 88 -3.7   1  0.5 6.1 0.1
5296920250723  3.1 -9.2  0.009999-99.9-99.9-99.9-99.9 3.0 33 4.8 97 -3.7   0  0.1 4.1 0.0
5296920250724  3.5 -3.9  2.019999-99.9-99.9-99.9-99.9-9.9 99 6.2 98  0.0   4  2.9 1.1-9.9
5296920250725  1.4 -7.4  0.009999-99.9-99.9-99.9-99.9 7.4 81 3.4 73 -8.0   6  4.7 7.2 3.1
5296920250726  2.9-13.2  0.009999-99.9-99.9-99.9-99.9 7.3 79 3.4 82 -8.0   1  0.7 7.2 0.1
5296920250727  3.3 -7.8  0.009999-99.9-99.9-99.9-99.9 4.8 52 5.0 87 -2.9   2  1.5 5.5 0.1
5296920250728  1.7 -0.6  2.519999-99.9-99.9-99.9-99.9-9.9 99 6.4100  0.6   2  1.2 1.3-9.9
5296920250729  5.3  0.5  3.219999-99.9-99.9-99.9-99.9 0.4  4 7.0100  1.8   0  0.4 2.4 0.2
5296920250730  5.4  0.2  1.019999-99.9-99.9-99.9-99.9-9.9 99 7.4100  2.5   1  0.4 1.9-9.9
5296920250731  5.4 -1.8  1.819999-99.9-99.9-99.9-99.9-9.9 99 7.4100  2.5   1  0.7 1.4-9.9
5296920250801  6.8  2.2  1.219999-99.9-99.9-99.9-99.9-9.9 99 8.2100  4.1   3  2.8 1.7-9.9
5296920250802  5.3  0.6  7.019999-99.9-99.9-99.9-99.9-9.9 99 7.5100  2.8   0  0.2 0.8-9.9
5296920250803  5.2 -0.7  3.019999-99.9-99.9-99.9-99.9 1.7 18 6.6 97  0.9   0  0.3 3.6 0.2
5296920250804  4.3 -4.5  0.009999-99.9-99.9-99.9-99.9 5.4 56 6.1 99 -0.1   2  1.9 6.5 0.1
5296920250805  7.6  0.0  0.009999-99.9-99.9-99.9-99.9 1.4 15 6.9 99  1.6   0  0.3 3.5 0.3
5296920250806 11.7 -3.7  0.219999-99.9-99.9-99.9-99.9 6.3 65 6.7 89  0.9   1  0.7 7.3 0.2
5296920250807 11.6 -4.0  0.009999-99.9-99.9-99.9-99.9 7.8 80 6.1 88 -0.2   1  0.7 8.6 0.4
5296920250808 11.4 -6.3  0.009999-99.9-99.9-99.9-99.9 6.9 70 5.7 85 -1.3   0  0.2 7.9 0.2
5296920250809  9.9 -4.6  0.219999-99.9-99.9-99.9-99.9 4.3 44 6.2 87  0.0   0  0.4 6.0 0.3
5296920250810  8.9 -4.2  0.519999-99.9-99.9-99.9-99.9-9.9 99 6.3100  0.1   0  0.1 2.4-9.9
5296920250811  7.3 -3.8  0.219999-99.9-99.9-99.9-99.9 0.3  3 7.0 98  1.6   0  0.1 2.8 0.3
5296920250812 11.6  0.8  0.519999-99.9-99.9-99.9-99.9 2.0 20 7.8 90  3.2   0  0.4 4.3 0.5
5296920250813 12.7 -5.4  0.009999-99.9-99.9-99.9-99.9 7.8 78 6.0 87 -0.6   0  0.4 9.2 0.4
5296920250814 13.7 -6.7  0.219999-99.9-99.9-99.9-99.9 7.8 78 6.3 83 -0.1   1  1.1 9.3 0.4
5296920250815 11.7  0.4  0.009999-99.9-99.9-99.9-99.9 7.3 72 7.3 88  2.4   2  1.6 9.0 1.2
5296920250816 14.8 -5.8  0.009999-99.9-99.9-99.9-99.9 7.6 75 6.2 81 -0.1   1  0.9 9.3 0.7
5296920250817 12.5 -1.7  0.009999-99.9-99.9-99.9-99.9 1.7 17 7.3 90  2.3   1  0.5 4.4 0.5
5296920250818 13.6 -4.5  0.009999-99.9-99.9-99.9-99.9 5.2 51 7.3 86  2.0   1  0.7 7.4 0.5
5296920250819 12.3  1.7  0.009999-99.9-99.9-99.9-99.9 4.4 43 7.4 65  2.5   6  5.0 6.8 4.7
5296920250820 13.6  0.8  1.019999-99.9-99.9-99.9-99.9 7.4 72 6.4 72  0.5   6  4.5 9.6 4.5
5296920250821  8.6 -2.7  0.009999-99.9-99.9-99.9-99.9 3.0 29 6.1 87 -0.2   2  1.2 5.8 0.9
5296920250822 10.0 -4.4  0.009999-99.9-99.9-99.9-99.9 6.1 58 5.2 68 -2.2   5  3.8 8.6 2.5
5296920250823 11.2  4.3  0.009999-99.9-99.9-99.9-99.9 1.4 13 7.5 69  2.7  13 10.5 4.4 8.2
5296920250824 12.5  6.8  0.009999-99.9-99.9-99.9-99.9 7.8 74 7.7 63  3.0  10  8.310.3 8.1
5296920250825 13.3  6.3  0.009999-99.9-99.9-99.9-99.9 3.8 36 8.1 74  3.8   5  4.0 6.7 3.9
5296920250826 16.1  1.9  0.009999-99.9-99.9-99.9-99.9 5.6 53 8.0 61  3.7   6  4.6 8.5 5.3
5296920250827 13.3  2.3  0.009999-99.9-99.9-99.9-99.9 0.8  8 8.4 81  4.4   2  1.4 4.1 1.8
5296920250828 14.7 -0.8  0.219999-99.9-99.9-99.9-99.9 3.0 28 8.1 79  3.8   4  3.3 6.3 1.8
5296920250829 13.4  0.2  0.009999-99.9-99.9-99.9-99.9 8.7 80 6.0 70 -0.4   3  2.611.8 3.8
5296920250830 13.5 -6.7  0.009999-99.9-99.9-99.9-99.9 9.0 83 4.6 64 -3.9   3  2.112.3 2.4
5296920250831 12.5 -1.5  0.009999-99.9-99.9-99.9-99.9 7.2 66 5.8 74 -0.8   2  1.510.6 2.1
5296920250901 12.2 -5.6  0.009999-99.9-99.9-99.9-99.9 8.7 79 5.6 71 -1.5   4  3.312.2 2.8
5296920250902 10.5  0.0  0.009999-99.9-99.9-99.9-99.9 7.6 69 5.2 60 -2.2   6  4.911.2 5.7
5296920250903  8.3 -2.1  0.009999-99.9-99.9-99.9-99.9 8.2 75 4.0 62 -5.9   4  3.312.0 4.3
5296920250904 14.9 -4.8  0.009999-99.9-99.9-99.9-99.9 9.0 81 5.5 72 -1.6   2  1.912.9 2.5
5296920250905 16.3 -8.0  0.009999-99.9-99.9-99.9-99.9 8.7 78 5.1 71 -2.7   1  0.812.7 1.6
5296920250906 19.2 -5.6  0.009999-99.9-99.9-99.9-99.9 8.9 79 5.6 69 -1.3   1  0.813.1 1.8
5296920250907 17.8 -6.0  0.009999-99.9-99.9-99.9-99.9 8.4 75 5.8 67 -0.9   2  1.612.7 2.3
5296920250908 15.7  1.8  0.819999-99.9-99.9-99.9-99.9 7.9 70 7.1 66  2.0   3  2.412.3 3.6
5296920250909 14.6  2.0  3.019999-99.9-99.9-99.9-99.9 4.8 42 8.3 79  4.3   3  2.4 9.1 2.8
5296920250910 16.0  2.0  0.219999-99.9-99.9-99.9-99.9 8.7 76 8.3 68  4.2   6  5.113.4 4.9
5296920250911 16.8  2.2  0.009999-99.9-99.9-99.9-99.9 5.1 44 7.0 57  1.8   3  2.2 9.6 3.6
5296920250912 15.9 -2.5  0.009999-99.9-99.9-99.9-99.9 0.4  3 6.1 63 -0.2   3  2.3 4.5 3.2
5296920250913 13.9  4.2  0.009999-99.9-99.9-99.9-99.9 8.6 74 6.7 57  1.1   8  6.113.7 8.4
5296920250914 15.4  3.1  0.009999-99.9-99.9-99.9-99.9 6.7 57 6.9 61  1.7   8  6.511.7 8.1
5296920250915 14.3  7.1  0.009999-99.9-99.9-99.9-99.9 6.2 53 7.8 64  3.3   9  7.111.3 8.5
5296920250916 13.9 -2.4  0.009999-99.9-99.9-99.9-99.9 9.0 77 6.3 64  0.3   4  3.314.5 4.6
5296920250917 10.0  1.8  1.519999-99.9-99.9-99.9-99.9 2.7 23 7.2 74  2.3   4  3.2 7.5 2.8
5296920250918 11.2  4.7  2.019999-99.9-99.9-99.9-99.9 2.9 24 9.2 96  5.8   2  1.4 7.8 1.2
5296920250919 17.2  0.3  0.009999-99.9-99.9-99.9-99.9 9.1 76 8.3 76  4.2   1  1.015.0 2.5
5296920250920 11.7 -2.1  5.219999-99.9-99.9-99.9-99.9-9.9 99 8.3 91  4.0   1  0.6 3.4-9.9
5296920250921 13.2  1.8  0.009999-99.9-99.9-99.9-99.9 6.8 56 8.2 72  3.9   7  5.212.6 4.9
5296920250922 13.8  4.8  0.009999-99.9-99.9-99.9-99.9 9.7 80 5.9 57 -0.5   6  4.716.2 7.9
5296920250923 14.0 -1.6  0.009999-99.9-99.9-99.9-99.9 9.5 78 4.9 53 -2.9   3  2.816.1 4.8
5296920250924 17.0  1.5  0.009999-99.9-99.9-99.9-99.9 4.2 35 6.5 61  0.8   3  2.4 9.9 3.6
5296920250925 23.2  0.0  0.009999-99.9-99.9-99.9-99.9 9.8 80 7.9 59  3.6   2  1.516.7 3.9
5296920250926 16.5  2.9  0.009999-99.9-99.9-99.9-99.9 7.8 64 7.6 52  2.9   7  5.714.4 8.5
5296920250927 16.7  3.8  0.819999-99.9-99.9-99.9-99.9 7.8 63 8.0 60  3.7   9  7.514.610.2
5296920250928 11.9  3.4  0.009999-99.9-99.9-99.9-99.9 6.8 55 6.6 65  1.0  13 10.713.411.2
5296920250929 12.1  4.8  0.009999-99.9-99.9-99.9-99.9 7.9 63 7.1 66  2.1  11  8.714.9 9.6
5296920250930 14.6  3.8  0.009999-99.9-99.9-99.9-99.9 9.7 77 7.2 60  2.2  16 12.517.313.7
5296920251001 16.2  7.6  0.009999-99.9-99.9-99.9-99.9 8.8 70 7.6 51  3.0  19 15.116.322.7
5296920251002 16.4  7.4  5.219999-99.9-99.9-99.9-99.9 9.4 75 8.4 63  4.3  14 11.117.217.4
5296920251003  8.2  0.7  0.519999-99.9-99.9-99.9-99.9 1.3 10 7.8100  3.3   2  1.5 6.9 1.1
5296920251004 13.7  1.1  0.009999-99.9-99.9-99.9-99.9 9.1 71 7.1 77  2.1   3  2.417.0 3.8
5296920251005 11.4 -2.5  0.009999-99.9-99.9-99.9-99.9 9.3 73 6.2 66  0.1   7  5.217.5 5.6
5296920251006 14.4  5.6  0.009999-99.9-99.9-99.9-99.9 3.3 26 7.2 56  2.3   9  6.8 9.8 8.4
5296920251007 17.1  5.9  0.009999-99.9-99.9-99.9-99.9 8.7 67 7.9 58  3.6  11  8.516.912.5
5296920251008 13.1  5.4  6.019999-99.9-99.9-99.9-99.9-9.9 99 9.1 86  5.6  12  9.5 4.6-9.9
5296920251009 11.8 -0.2  0.009999-99.9-99.9-99.9-99.910.4 80 6.9 63  1.7   8  6.819.4 7.2
5296920251010 14.1  3.2  0.009999-99.9-99.9-99.9-99.910.8 83 6.1 54 -0.2   7  5.720.1 9.6
5296920251011 14.9  0.6  0.009999-99.9-99.9-99.9-99.9 9.0 68 6.9 55  1.6   6  4.917.7 7.3
5296920251012 16.0  5.9  0.009999-99.9-99.9-99.9-99.9 7.1 54 7.5 54  2.8  10  8.215.412.7
5296920251013 14.4  6.6  0.009999-99.9-99.9-99.9-99.910.8 82 6.7 51  1.1  13 10.420.516.0
5296920251014 14.1  4.9  0.009999-99.9-99.9-99.9-99.9 7.7 58 7.0 59  1.7   8  6.616.410.3
5296920251015 13.8  3.1  0.219999-99.9-99.9-99.9-99.910.8 81 6.9 60  1.6   9  7.020.810.3
5296920251016 13.1  3.5  0.009999-99.9-99.9-99.9-99.910.8 81 6.7 53  1.1  10  8.120.911.0
5296920251017 14.6  5.2  0.009999-99.9-99.9-99.9-99.9 8.3 62 6.4 53  0.6   8  6.117.5 9.7
5296920251018 23.0  3.1  0.009999-99.9-99.9-99.9-99.911.0 81 7.5 48  2.8   4  2.921.4 8.0
5296920251019 21.0  3.9  0.009999-99.9-99.9-99.9-99.9 8.4 62 7.5 43  2.6   6  4.717.810.2
5296920251020 15.7  7.4  0.009999-99.9-99.9-99.9-99.9 7.5 55 7.6 60  3.0   8  6.716.811.0
5296920251021 15.0  1.7  0.009999-99.9-99.9-99.9-99.911.5 84 6.0 48 -0.3   8  6.022.411.1
5296920251022 18.6  5.4  0.009999-99.9-99.9-99.9-99.9 7.4 54 7.2 49  2.3   8  6.216.810.7
5296920251023 16.0  2.2  0.009999-99.9-99.9-99.9-99.911.2 81 6.6 54  1.0   7  5.322.3 9.8
5296920251024 13.4  2.5  0.009999-99.9-99.9-99.9-99.911.5 83 6.3 54  0.3   9  7.422.811.6
5296920251025 12.8  3.9  0.009999-99.9-99.9-99.9-99.9 4.4 32 5.1 47 -2.8   6  4.612.9 8.3
5296920251026 10.6 -2.5  2.519999-99.9-99.9-99.9-99.9 2.2 16 5.6 42 -1.8   4  3.1 9.7 4.2
5296920251027 18.1 -4.2  0.009999-99.9-99.9-99.9-99.912.0 86 4.4 40 -4.4   3  2.123.8 6.2
5296920251028 23.2 -1.0  0.009999-99.9-99.9-99.9-99.910.9 78 5.4 35 -2.0   3  2.222.4 7.8
5296920251029 20.9  9.6  0.009999-99.9-99.9-99.9-99.911.0 78 7.8 45  3.3   6  4.722.711.9
5296920251030 18.9  9.5  0.009999-99.9-99.9-99.9-99.9 1.9 13 7.9 57  3.6   6  5.1 9.5 8.9
5296920251031 15.9  3.4  0.009999-99.9-99.9-99.9-99.9 9.2 65 7.5 55  2.8   9  7.520.211.3
5296920251101 17.6  8.6  0.009999-99.9-99.9-99.9-99.910.9 76 6.8 45  1.4  12  9.322.818.2
5296920251102 16.6  6.2  0.009999-99.9-99.9-99.9-99.9 2.6 18 6.2 50  0.2   8  6.310.711.0
5296920251103 21.4 -3.1  0.009999-99.9-99.9-99.9-99.912.3 86 5.7 37 -1.0   3  2.825.1 8.4
5296920251104 22.6 -2.2  0.009999-99.9-99.9-99.9-99.912.7 88 5.6 39 -1.3   2  1.825.7 7.3
5296920251105 21.9  2.1  0.009999-99.9-99.9-99.9-99.912.2 84 7.0 49  1.8   2  1.825.2 6.9
5296920251106 23.0  4.6  0.009999-99.9-99.9-99.9-99.9 9.7 67 7.1 41  2.0   2  1.721.5 6.9
5296920251107 24.9  8.1  0.009999-99.9-99.9-99.9-99.9 9.4 65 7.8 45  3.3   2  1.821.2 7.5
5296920251108 25.0  3.4  0.009999-99.9-99.9-99.9-99.911.7 80 8.6 42  4.7   2  1.824.6 7.5
5296920251109 28.6  2.0  0.009999-99.9-99.9-99.9-99.912.1 82 7.9 37  3.5   1  1.225.3 7.2
5296920251110 25.3  4.5  0.009999-99.9-99.9-99.9-99.911.3 77 9.2 43  5.8   5  4.324.311.4
5296920251111 19.4  9.9  0.009999-99.9-99.9-99.9-99.9 8.5 57 9.1 52  5.5   9  7.420.114.5
5296920251112 17.3 10.3  0.009999-99.9-99.9-99.9-99.9 9.2 63 7.7 49  3.2  12  9.421.317.9
5296920251113 17.1  9.9  0.009999-99.9-99.9-99.9-99.9 6.7 45 7.9 50  3.6  11  9.117.516.5
5296920251114 23.1 12.3  0.009999-99.9-99.9-99.9-99.9 9.1 61 9.8 45  6.6  15 11.721.3-9.9
5296920251115 16.5  9.2  0.009999-99.9-99.9-99.9-99.912.3 83 6.8 44  1.2  13 10.426.222.7
5296920251116 12.9  5.9  0.009999-99.9-99.9-99.9-99.9 4.2 28 6.4 55  0.7  10  8.413.912.3
5296920251117 16.4  7.9  0.009999-99.9-99.9-99.9-99.912.3 82 7.3 47  2.0  17 13.826.324.1
5296920251118 16.4  6.2  0.009999-99.9-99.9-99.9-99.9 9.5 63 6.2 43  0.2  13 10.122.217.9
5296920251119 16.0  6.2  0.009999-99.9-99.9-99.9-99.9 2.3 15 8.1 66  3.9   3  2.511.1 4.8
5296920251120 21.9  6.1  0.009999-99.9-99.9-99.9-99.911.9 79 9.0 51  5.4   5  4.026.0 9.9
5296920251121 21.9 10.9  0.009999-99.9-99.9-99.9-99.911.3 75 8.8 49  5.2   6  5.125.213.4
5296920251122 22.9  1.7  0.009999-99.9-99.9-99.9-99.910.8 71 8.8 49  5.0   5  4.124.410.1
5296920251123 24.3 11.0  0.009999-99.9-99.9-99.9-99.910.1 66 9.9 47  6.7   8  6.423.316.4
5296920251124 23.9 10.0  0.009999-99.9-99.9-99.9-99.910.8 7110.2 49  7.2   8  6.124.515.0
5296920251125 24.3 11.0  0.009999-99.9-99.9-99.9-99.910.1 6610.7 53  7.9   7  5.623.513.8
5296920251126 22.4 13.2  0.009999-99.9-99.9-99.9-99.912.1 79 9.6 48  6.3  11  8.726.721.3
5296920251127 23.2  5.6  0.009999-99.9-99.9-99.9-99.912.8 84 6.6 40  1.0   3  2.227.8 9.8
5296920251128 28.4  5.0  0.009999-99.9-99.9-99.9-99.910.8 70 8.5 40  4.6   3  2.124.7 8.9
5296920251129 27.9 11.8  0.009999-99.9-99.9-99.9-99.912.9 84 7.3 29  2.5   4  2.928.113.5
5296920251130 29.8 11.4  0.009999-99.9-99.9-99.9-99.911.9 7710.0 41  6.8   3  2.826.512.0
5296920251201 18.9 12.4  0.009999-99.9-99.9-99.9-99.9 1.3  910.1 52  7.0   9  7.310.012.9
5296920251202 21.7 11.8  0.009999-99.9-99.9-99.9-99.913.4 86 8.8 45  4.9  10  7.729.019.4
5296920251203 18.8 10.2  0.009999-99.9-99.9-99.9-99.912.3 79 7.7 46  3.2  10  7.627.317.4
5296920251204 17.1  8.5  0.009999-99.9-99.9-99.9-99.912.7 81 6.4 44  0.7  11  9.027.919.8
5296920251205 19.3  8.9  0.009999-99.9-99.9-99.9-99.911.3 73 8.0 46  3.7  10  7.625.916.5
5296920251206 21.5 11.7  0.009999-99.9-99.9-99.9-99.9 6.9 4410.1 52  7.1   9  7.318.814.7
5296920251207 24.4 10.3  0.009999-99.9-99.9-99.9-99.9 6.3 4112.0 55  9.7   7  5.618.011.7
5296920251208 26.6 11.5  0.009999-99.9-99.9-99.9-99.911.8 7512.7 53 10.5   6  4.626.613.0
5296920251209 24.1 14.2  0.009999-99.9-99.9-99.9-99.9 9.7 6210.7 46  7.8   9  6.923.417.7
5296920251210 20.5 10.9  0.009999-99.9-99.9-99.9-99.912.6 80 9.0 52  5.4  10  7.827.917.1
5296920251211 22.0 11.5  0.009999-99.9-99.9-99.9-99.911.6 74 9.7 47  6.5  13 10.826.422.1
5296920251212 15.5  7.4  0.009999-99.9-99.9-99.9-99.913.0 83 7.1 56  2.0  13 10.328.618.9
5296920251213 14.6  5.5  0.009999-99.9-99.9-99.9-99.9 6.9 44 6.3 50  0.4  12 10.019.115.6
5296920251214 16.1  7.5  0.009999-99.9-99.9-99.9-99.911.3 72 6.8 48  1.5  11  8.626.016.5
5296920251215 19.5  7.9  0.009999-99.9-99.9-99.9-99.913.5 85 6.9 42  1.7  10  7.729.517.9
5296920251216 21.7 11.8  0.009999-99.9-99.9-99.9-99.9 9.6 61 9.9 53  6.8  12  9.823.419.7
5296920251217 18.2 11.5  0.009999-99.9-99.9-99.9-99.913.0 82 7.2 44  2.2  13 10.628.824.5
5296920251218 17.7  8.4  0.009999-99.9-99.9-99.9-99.9 9.5 60 7.3 47  2.5   8  6.523.214.3
5296920251219 17.4  8.1  0.009999-99.9-99.9-99.9-99.9 5.0 32 8.5 50  4.6   8  6.116.111.6
5296920251220 21.4  8.0  0.009999-99.9-99.9-99.9-99.9 7.5 4710.1 56  7.1   6  4.820.110.3
5296920251221 17.8 10.5  0.009999-99.9-99.9-99.9-99.912.6 80 7.6 47  3.1  13 10.428.222.1
5296920251222 20.3 10.5  0.009999-99.9-99.9-99.9-99.910.8 69 8.2 46  4.0  12 10.025.421.4
5296920251223 18.6  9.9  0.009999-99.9-99.9-99.9-99.911.6 73 7.6 47  3.0  10  8.326.518.0
5296920251224 17.2  9.0  0.009999-99.9-99.9-99.9-99.9 9.6 61 7.1 44  2.1  13 10.223.419.9
5296920251225 18.3  9.8  0.009999-99.9-99.9-99.9-99.9 7.7 49 8.5 52  4.6  10  8.320.315.6
5296920251226 19.7 10.1  0.009999-99.9-99.9-99.9-99.9 5.6 35 9.5 52  6.1  10  7.717.015.0
5296920251227 21.1 10.8  0.009999-99.9-99.9-99.9-99.9 8.3 52 8.4 45  4.4  14 11.121.222.2
5296920251228 23.7 11.9  0.009999-99.9-99.9-99.9-99.912.3 78 9.1 43  5.6   9  7.527.719.0
5296920251229 24.6 12.4  0.009999-99.9-99.9-99.9-99.910.9 6911.3 52  8.8   8  6.525.415.5
5296920251230 22.8 15.0  0.009999-99.9-99.9-99.9-99.911.9 7610.7 49  8.0  11  8.427.020.3
5296920251231 24.0 11.1  0.009999-99.9-99.9-99.9-99.913.5 86 9.2 44  5.7   9  6.929.418.7
5296920260101 24.3 11.0  0.009999-99.9-99.9-99.9-99.913.2 84 7.8 38  3.2   7  5.529.017.4
5296920260102 30.6 11.0  0.009999-99.9-99.9-99.9-99.9 8.8 5610.7 42  7.9   5  3.822.012.4
5296920260103 31.2 10.1  0.009999-99.9-99.9-99.9-99.912.4 7911.3 41  8.7   2  1.927.710.5
5296920260104 34.4  9.8  0.009999-99.9-99.9-99.9-99.912.9 8310.9 29  8.1   3  2.428.512.7
5296920260105 33.4  7.8  0.009999-99.9-99.9-99.9-99.913.0 8310.4 34  7.5   5  3.928.515.8
5296920260106 25.5 14.8  0.009999-99.9-99.9-99.9-99.913.7 88 8.2 31  3.8   7  5.729.620.1
5296920260107 22.6  7.2  0.009999-99.9-99.9-99.9-99.9 5.7 37 9.3 52  5.9   3  2.517.0 7.6
5296920260108 26.0  4.2  0.009999-99.9-99.9-99.9-99.9 9.3 6011.2 49  8.5   5  3.822.7 9.4
5296920260109 26.0 14.8  0.009999-99.9-99.9-99.9-99.9 8.7 5613.9 53 11.8   5  4.421.611.9
5296920260110 25.1  9.6  0.009999-99.9-99.9-99.9-99.911.4 7311.4 45  8.7   7  5.925.815.2
5296920260111 20.4 11.9  0.009999-99.9-99.9-99.9-99.9 7.5 48 8.3 43  4.2   7  5.919.714.9
5296920260112 19.8  7.9  0.009999-99.9-99.9-99.9-99.9 8.3 54 8.3 48  4.3   8  6.221.013.9
5296920260113 22.6 12.6  0.009999-99.9-99.9-99.9-99.9 7.3 4710.2 49  7.2  11  8.819.417.4
5296920260114 19.1 12.0  0.009999-99.9-99.9-99.9-99.9 6.1 40 9.5 58  5.9   9  6.917.414.3
5296920260115 17.7  8.5  0.009999-99.9-99.9-99.9-99.9 8.7 57 8.2 51  3.9  11  8.721.515.4
5296920260116 20.0 12.9  0.009999-99.9-99.9-99.9-99.912.0 78 9.3 52  5.8  13 10.426.621.8
5296920260117 18.6  8.4  0.009999-99.9-99.9-99.9-99.912.5 82 7.6 47  3.0  10  8.127.217.0
5296920260118 24.1  0.3  0.009999-99.9-99.9-99.9-99.912.8 84 7.5 40  2.7   3  2.227.7 8.8
5296920260119 26.2  7.1  0.009999-99.9-99.9-99.9-99.911.7 7710.1 44  7.0   7  5.826.015.6
5296920260120 28.2 13.7  0.009999-99.9-99.9-99.9-99.912.1 8013.2 51 11.0   7  5.426.515.0
5296920260121 27.2  8.6  0.009999-99.9-99.9-99.9-99.9 9.7 6410.7 37  7.8   4  2.822.610.5
5296920260122 28.7 11.6  0.009999-99.9-99.9-99.9-99.911.6 77 8.8 37  5.1   4  3.525.713.4
5296920260123 27.4  6.6  0.009999-99.9-99.9-99.9-99.912.6 84 9.9 41  6.7   5  3.927.112.8
5296920260124 24.2 11.1  0.009999-99.9-99.9-99.9-99.910.4 69 8.5 36  4.4   7  5.923.617.7
5296920260125 21.7 11.7  0.009999-99.9-99.9-99.9-99.9 7.2 48 9.7 52  6.6   9  6.918.715.7
5296920260126 23.7  6.6  0.009999-99.9-99.9-99.9-99.911.9 80 7.2 37  1.9   5  3.925.812.2
5296920260127 25.6 15.5  0.009999-99.9-99.9-99.9-99.910.9 7312.8 53 10.5   8  6.624.116.8
5296920260128 28.7  9.0  0.009999-99.9-99.9-99.9-99.911.3 7614.4 59 12.4   4  3.124.7 9.7
5296920260129 31.7 10.9  0.009999-99.9-99.9-99.9-99.911.6 7915.8 51 13.8   3  2.125.1 9.3
5296920260130 31.6 11.5  0.009999-99.9-99.9-99.9-99.911.7 7915.3 52 13.3   6  4.525.113.5
